Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
13861,Nyabite Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Nyamira,Nyamira,Nyamaiya,W.Mugirango,Bomanyanya,WEST MUGIRANGO,Nyamira,Level 2,,0,0,2,0,Operational
13862,Nyabokarange Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Kuria West,Isebania,Bukira North,Ikerege,KURIA,Ikerege,Level 2,,0,0,1,0,Operational
13863,Nyabola Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Konuonga,Kochich,KASIPUL/KABONDO,Kotieno Market,Level 2,,0,0,0,0,Operational
13864,Nyabondo Mission Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Kisumu,Nyakach,Upper Nyakach,Oboch,Gari,NYAKACH,Nyabondo,Level 4,,1,1,250,25,Operational
13865,Nyaburi Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Migori,Migori,Suba West,Suna South,Wasweta 1,MIGORI,Migori Town-Namba,Level 2,,0,0,2,0,Operational
13866,Nyabururu Dispensary ,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Kisii,Kisii Central,Municipality,Mwamosioma,Bomatara,KITUTU CHACHE,Nyamataro,Level 2,,0,0,0,0,Operational
11720,Nyache Health Centre,Health Centre,Ministry of Health,Coast,Taita Taveta,Wundanyi,Wundanyi,Wumingu,Nyache,WUNDANYI,Nyache,Level 3,,0,0,15,1,Operational
13867,Nyacheki Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Kisii,Nyamache,Nyacheki,Nyacheki,Isena,BOMACHOGE,Nyacheki,Level 4,,0,0,32,0,Operational
13868,Nyachenge Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Nyamache,Nyamache,Bassi Masige East,Turwa,BOBASI,Mogonga,Level 2,,0,0,0,0,Operational
13869,Nyachogochogo Dispensary,Dispensary,Other Faith Based,Nyanza,Kisii,Nyamache,Nyacheki,Bassi Bogetaorio,Nyachogochogo,BOBASI,Nyachogochogo,Level 2,,0,0,0,0,Operational
13870,Nyadenda Health Centre,Health Centre,Ministry of Health,Nyanza,Homa Bay,Suba,Central,Kaksingri East,Sumba East,GWASI,Nyadenda,Level 3,,0,0,4,0,Operational
17535,Nyadhi Dispensary,Dispensary,Ministry of Health,Nyanza,Siaya,Siaya,Boro,Central Alego,Kakum Kombewa,ALEGO,Kobare Market,Level 2,,0,0,0,0,Operational
16266,Nyagancha Dispensary,Dispensary,Ministry of Health,Nyanza,Nyamira,North Masaba,Gachuba,Rigena,Bonyunyu,KITUTU MASABA,Rigena,Level 2,East Kitutu/Kebirichi 994,0,0,2,0,Operational
16856,Nyagari Dispensary (CDF),Dispensary,Community Development Fund,Eastern,Embu,Embu East,Kyeni ,Kyeni South,Nyagari,RUNYENJES,Karurumo,Level 2,,0,0,,,Pending Opening
17536,Nyagem Dispensary,Dispensary,Private Practice - General Practitioner,Nyanza,Siaya,Siaya,Boro,Central Alego,Kakum Kombewa,ALEGO,Kabare Market,Level 2,,0,0,0,0,Operational
13871,Nyagesenda Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Kisii,Marani,Marani,Sensi,Sensi,KITUTU CHACHE,Nyagesenda Primary School,Level 2,,0,0,0,0,Operational
16881,Nyagichenche (SDA) Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Kisii,South Gucha,Tabaka,S. M. Chache,Tabaka,SOUTH MUGIRANGO,Tabaka Mkt,Level 2,,0,0,0,0,Operational
13872,Nyagiki Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Sameta,Sameta,Basssi Chache,Gisaiga,BOBASI,Itumbe,Level 2,,0,0,0,0,Operational
10888,Nyagiti Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Mathioya,Mathioya,Gitugi,Runyeki,MATHIOYA,Kiriaini,Level 2,,0,0,,,Operational
13874,Nyagoko Dispensary ,Dispensary,Ministry of Health,Nyanza,Siaya,Rarieda,Rarieda,South Asembo,Nyagoko ,RARIEDA,Anyuongi,Level 2,,0,0,0,0,Operational
13875,Nyagoro Health Centre,Health Centre,Ministry of Health,Nyanza,Homa Bay,Homa Bay,Rangwe,East Kochia,Korayo(2),RANGWE,Olare,Level 3,,1,1,8,0,Operational
13876,Nyagoto Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Marani,Marani,Mwamonari,Rioma,KITUTU CHACHE,Nyakongo,Level 2,,0,0,0,0,Operational
13873,Nyagowa ELCK Dispensary,Dispensary,Other Faith Based,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Kotieno,Konuonga,KASIPUL/KABONDO,Kidir  Market,Level 2,,0,0,0,0,Operational
13877,Nyaguda Dispensary ,Dispensary,Ministry of Health,Nyanza,Siaya,Bondo,Nyang'oma,S Sakwa,Nyaguda,BONDO, Wich lum Beach,Level 2,,0,0,2,0,Operational
13878,Nyaguta Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Kiogoro,Kiogoro,Nyaguta,NYARIBARI CHACHE,Nyaguta,Level 2,,0,0,0,0,Operational
13879,Nyagwethe Dispensary ,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Homa Bay,Suba,Gwassi,Gwassi North,Uterere,GWASI,Nyagwethe,Level 2,,0,0,0,0,Operational
13880,Nyahera Sub District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Kisumu,Kisumu East,Winam,North Kisumu,Nyahera,KISUMU TOWN WEST,Nyahera,Level 4,,0,0,16,0,Operational
10890,Nyahururu District Hospital,District Hospital,Ministry of Health,Central,Nyandarua,Nyandarua North,Nyahururu,Municipality,Nyahururu,LAIKIPIA WEST,Nyahururu,Level 4,,1,1,142,27,Operational
10891,Nyahururu Private Hospital,Other Hospital,Private Enterprise (Institution),Central,Nyandarua,Nyandarua North,Nyahururu,Municipality,Nyahururu,LAIKIPIA WEST,Nyahururu,Level 4,,1,1,29,0,Operational
16666,Nyaitara Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Kuria East,Kegonga,Maeta,Nyaitara,KURIA,Kegonga,Level 2,,0,0,0,0,Not-Operational
13881,Nyakach (AIC) Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Kisumu,Nyando,Upper Nyakach,Oboch,Gari,NYANDO,Oboch,Level 2,,0,0,4,0,Operational
10892,Nyakahuho Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Mukurweini,Mukurweini,Gikondi,Gikondi,MUKURWEINI,Mukurweini Town,Level 2,,0,0,0,0,Operational
13882,Nyakegogi Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Sameta,Sameta,Basssi Chache,Bogetaorio,BOBASI,Itumbe,Level 2,,0,0,0,0,Operational
15370,Nyakiambi Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Molo,Elburgon,Elburgon,Arimi,MOLO,Elburgon,Level 2,428,0,0,0,0,Operational
10893,Nyakianga Health Centre,Health Centre,Ministry of Health,Central,Murang'a,Mathioya,Mathioya,Njumbi,Njumbi,MATHIOYA,Kangema town,Level 3,,0,0,0,0,Operational
13884,Nyakongo Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisumu,Nyando,Nyando,Wawidhi,Nyakongo,NYANDO,Awasi,Level 2,,0,0,0,0,Operational
13885,Nyakuru Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Awendo,Awendo,North Sakwa,Kakmasia,RONGO,Dede,Level 2,,0,0,6,0,Operational
16275,Nyakurungoto Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Nyatike,Nyatike,East Kadem ,Bande,NYATIKE,Bande,Level 2,,0,0,0,0,Not-Operational
16732,Nyakwala Dispensary,Dispensary,Community,Rift Valley,Baringo,East Pokot,Nginyang ,Ribko ,Maron,BARINGO EAST,Chemolingot,Level 2,,0,0,0,0,Pending Opening
13886,Nyakwana Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Kiogoro,Kiogoro,Matunwa,NYARIBARI CHACHE,Matunwa,Level 2,,0,0,0,0,Operational
18420,Nyakweri Dispensary,Dispensary,Ministry of Health,Nyanza,Homa Bay,Mbita,Mfangano,,,MBITA,Sena,Level 2,,0,0,0,0,Operational
13887,Nyalenda Health Centre,Health Centre,Local Authority,Nyanza,Kisumu,Kisumu East,Winam,West Kolwa,Nyalenda B,KISUMU TOWN EAST,Kisumu,Level 3,,0,0,0,0,Operational
13888,Nyalenda Nursing Home,Nursing Home,Private Practice - General Practitioner,Nyanza,Homa Bay,Rachuonyo South,Kasipul,North Kamagak,Nyalenda,KASIPUL/KABONDO,Manyoro Market,Level 3,,1,1,10,2,Operational
13889,Nyalgosi Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Rachuonyo South,Kasipul,North Kachien,Kaditonge,KARACHUONYO,Nduga  Market,Level 2,,0,0,0,0,Operational
11722,Nyali Barracks Dispensary,Dispensary,Armed Forces,Coast,Mombasa,Kisauni,Kisauni,Kongowea,Nyali,KISAUNI,Mombasa,Level 2,,1,1,0,0,Operational
16543,Nyali Children Hospital,Other Hospital,Private Enterprise (Institution),Coast,Mombasa,Kisauni,Kisauni,Kongowea,Nyali,KISAUNI,Mombasa,Level 4,5271 Mombasa,1,1,32,0,Operational
15371,Nyalilbuch Dispensary,Dispensary,Community,Rift Valley,Kericho,Kericho,Soin,Soin,Kipsitet,AINAMOI,Kipsitet,Level 2,,0,0,0,0,Not-Operational
16986,Nyalkinyi (Jersey) Dispensary,Dispensary,Ministry of Health,Nyanza,Homa Bay,Homa Bay,Asego,East Kanyada,Kobuola Kogwang,RANGWE,Next to Nyalkinyi Primary School,Level 2,,0,0,8,0,Operational
13890,Nyalunya Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisumu,Kisumu East,Winam,Kolwa Central,Nyalunya,KISUMU TOWN EAST,Ragumo,Level 2,1596,0,0,4,0,Operational
13891,Nyamache Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Kisii,Nyamache,Nyamache,Bassi Central,Nyaore,BOBASI,Nyamache,Level 4,,0,0,40,0,Operational
16265,Nyamagesa Dispensary,Dispensary,Ministry of Health,Nyanza,Nyamira,Masaba South,Kiamokama,Nyamagesa,Nyankononi,NYARIBARI MASABA,Masimba Market,Level 2,,0,0,2,0,Operational
16878,Nyamagiri Dispensary,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii South,Igonga,Riana,Nyamwari,BONCHARI,Mwata Mkt,Level 2,,0,0,0,0,Operational
13892,Nyamagundo Health Centre,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii South,Igonga,Bomoriba,Bomariba,BONCHARI,Igonga Sec./Mkt,Level 2,,0,0,0,0,Operational
13893,Nyamagwa Health Centre,Health Centre,Ministry of Health,Nyanza,Kisii,Sameta,Sameta,Bassi Boitangare,Nyamagwa,BOBASI,Ogembo town/Bokemweri villg./Igare mrkt.,Level 3,,0,0,44,0,Operational
13894,Nyamaiya Health Centre,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamaiya,W.Mugirango,Bokiambori,WEST MUGIRANGO,Nyamaiya,Level 3,,0,0,6,0,Operational
13895,Nyamakoroto Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Nyamira,North Masaba,Gesima,Mochenwa,Nyamakoroto,KITUTU MASABA,Sokobe,Level 2,,0,0,2,0,Operational
15372,Nyamamithi Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Rongai,Mbogoine,Mbogoine,Nyamamithi,RONGAI,Subukia,Level 2,,0,0,0,0,Operational
13896,Nyamanga Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Nyatike,Karungu,West Karungu,Gunga,NYATIKE,Sori Beach,Level 2,,0,0,0,0,Operational
13897,Nyamaraga Dispensary,Health Centre,Ministry of Health,Nyanza,Migori,Migori,Suba West,Suna Wasimbete,Nyamaraga,MIGORI,Bondo Nyironge,Level 3,,0,0,2,0,Operational
13898,Nyamaranya Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Kuria West,Kehancha,Bukira South,Nyamaranya,KURIA,Masangora,Level 2,,0,0,0,0,Operational
13899,Nyamarimba Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisumu,Nyakach,Upper Nyakach,South West Nyakach,West Kadianga,NYAKACH,Nyamarimba,Level 2,,0,0,0,0,Operational
13900,Nyamasare Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Uriri,Uriri,Kamgundho,Kamgundho,URIRI,Rapogi,Level 2,,0,0,5,2,Operational
13901,Nyamasege Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Gucha,Ogembo,Sengera,Nyaisero,BOMACHOGE,Nyamasenge,Level 2,,0,0,0,0,Not-Operational
13902,Nyamasi Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Homa Bay,Asego,West-Kanyada,South Kanyabala,RANGWE,Rodi Kopany,Level 2,,0,0,0,0,Operational
13903,Nyamasibi Health Centre ,Dispensary,Ministry of Health,Nyanza,Nyamira,Masaba South,Masaba,Nyamasisbi,Nyamasibi,NYARIBARI MASABA,Nyamasisbi,Level 2,,1,1,1,0,Operational
15373,Nyamathi Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Naivasha,Naivasha,Hells gate,Lakeview,NAIVASHA,Kinungi Shopping Centre,Level 2,,0,0,0,0,Operational
18295,Nyamatwoni Dispensary,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii South,Igonga,Riana,Bogitaa,BONCHARI,Riana Market,Level 2,,2,2,0,0,Pending Opening
13904,Nyambare Health Centre,Health Centre,Christian Health Association of Kenya,Nyanza,Siaya,Siaya,Uranga,Usonga,Nyadorera A,UGENYA,Nyadorera Market,Level 3,,0,0,0,0,Operational
13905,Nyambari Geke Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Manga,Magombo,North Kitutu,Nyambari,KITUTU MASABA,East Kitutu,Level 2,,0,0,1,0,Operational
12684,Nyambene District Hospital,District Hospital,Ministry of Health,Eastern,Meru,Igembe South,Igembe C,Maua,Maua,IGEMBE,Maua,Level 4,,0,0,40,8,Operational
12685,Nyambene Nursing Home,Nursing Home,Private Enterprise (Institution),Eastern,Meru,Igembe South,Igembe C,Chunguru,Mailitatu,IGEMBE,Maili Tatu,Level 4,,0,0,15,2,Operational
13906,Nyambunwa Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Kisii,Kisii South,Suneka,Bomorenda,Bomakombi,BONCHARI,Suneka Mkt,Level 2,,0,0,0,0,Operational
13907,Nyamekongoroto Health Center,Health Centre,Ministry of Health,Nyanza,Migori,Kuria West,Masaba,Bugumbe Central,Nyanchabo,KURIA,Nyanchabo,Level 3,,0,0,0,0,Operational
13908,Nyamemiso Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Kiogoro,Kegati,Nyamemiso ,NYARIBARI CHACHE,Nyamemiso,Level 2,,0,0,0,0,Operational
13909,Nyametaburo Health Center,Health Centre,Ministry of Health,Nyanza,Migori,Kuria West,Isebania,Bukira West,Nyametaburo ,KURIA,Isibania,Level 3,,1,1,6,0,Operational
13910,Nyametembe Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Kuria East,Ntimaru,Bwirege West,Makararangwe,KURIA,Ntimaru,Level 2,,0,0,2,0,Operational
13911,Nyamira Adventist Dispensary,Health Centre,Christian Health Association of Kenya,Nyanza,Nyamira,Nyamira,Nyamira,Bonyamatuta Chache,Township,WEST MUGIRANGO,Nyamira,Level 3,,0,0,4,0,Operational
13912,Nyamira District Hospital,District Hospital,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamira,Bonyamatuta Chache,Township,WEST MUGIRANGO,Nyamira,Level 4,,1,1,203,22,Operational
13913,Nyamira Maternity and Nursing Home,Nursing Home,Private Enterprise (Institution),Nyanza,Nyamira,Nyamira,Nyamira,Bonyamatuta Chache,Township,WEST MUGIRANGO,Nyamira,Level 3,WM/SIAMANI/27/90,1,1,44,6,Operational
18342,Nyamira Royal Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyanza,Nyamira,Nyamira,Nyamira,Bonyamatuta Chache,Township,WEST MUGIRANGO,Nyamira,Level 2,,0,1,6,1,Operational
13983,Nyamogonchoro Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,South Gucha,Etago,S.M. Borabu,Botabori,SOUTH MUGIRANGO,Mogenda ,Level 2,,0,0,0,0,Operational
13914,Nyamonye Mission Dispensary ,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Siaya,Bondo,Usigu,N Yimbo,Nyamonye,BONDO,Nyamonye,Level 3,,0,0,2,0,Operational
13915,Nyamrisra Health Centre,Health Centre,Ministry of Health,Nyanza,Homa Bay,Suba,Central,Kakisingri West,Nyamrisra,GWASI,Sindo,Level 3,,0,0,1,0,Operational
13916,Nyamusi Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Nyamira,Nyamira North,Nyamusi,Borangi,Egetonto,NORTH MUGIRANGO,Nyamusi,Level 4,,0,0,50,0,Operational
13917,Nyanchonori Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,North Masaba,Rigoma,Weat Kitutu,Nyankoba,KITUTU MASABA,Beyond Nyankoba Tea Factory,Level 2,,0,0,1,0,Operational
13918,Nyanchwa Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Kisii,Kisii Central,Municipality,Bosongo,Township,NYARIBARI CHACHE,Nyanchwa,Level 2,,0,0,0,0,Operational
13919,Nyandago Koweru Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Nyatike,Nyatike,East Kadem ,Nyandago,NYATIKE,Nyandema,Level 2,,0,0,0,0,Operational
16877,Nyandiwa Baptist Dispensary,Dispensary,Christian Health Association of Kenya,Nyanza,Homa Bay,Rachuonyo South,Kabondo,Kawuor,Miriu,KASIPUL/KABONDO,Kadongo Market,Level 2,,0,0,9,0,Operational
13920,Nyandiwa Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Suba,Gwassi,Gwassi West,Nyandiwa,GWASI,Nyandiwa,Level 2,,0,0,0,0,Operational
13921,Nyando District Hospital,District Hospital,Ministry of Health,Nyanza,Kisumu,Nyakach,Lower Nyakach,Pap Onditi,Kabodho East,NYAKACH,Pap Onditi,Level 4,,1,1,20,2,Operational
13922,Nyandoche Ibere Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Borabu,Mekenene,Mekenene,Matutu,NORTH MUGIRANGO,Nyaronde,Level 2,,0,0,1,0,Operational
17264,Nyanduma Dispensary,Dispensary,Community Development Fund,Central,Kiambu,Lari,Gatamaiyu,Nyanduma,Nyanduma,LARI,Kiratina Shopping Centre,Level 2,,3,3,0,0,Pending Opening
18786,Nyandusi,Maternity Home,Private Practice - Nurse / Midwife,Nyanza,Siaya,Bondo,Maranda,South West Sakwa,Kapiyo,BONDO,Nyandusi Village,Level 3,0000,1,1,30,0,Operational
13923,Nyangande Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisumu,Kisumu East,Kadibo,Kawino,Kolal,KISUMU TOWN EAST,Rabuor,Level 2,,0,0,16,0,Operational
13925,Nyangena Hospital,Other Hospital,Private Enterprise (Institution),Nyanza,Kisii,Kisii Central,Municipality,Mwamosioma,Botori,KITUTU CHACHE,Nyangena,Level 4,,1,1,150,0,Operational
13924,Nyangena Sub District Hospital (Manga),Sub-District Hospital,Ministry of Health,Nyanza,Nyamira,Manga,Kemera,Kemera,Nyangena,KITUTU MASABA,Tombe,Level 4,,0,0,6,0,Operational
13926,Nyangiela Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Konuonga,Konuonga,KASIPUL/KABONDO,Nyangiela Market,Level 2,,0,0,0,0,Operational
17832,Nyangiti Health Centre,Health Centre,Ministry of Health,Central,Murang'a,Mathioya,Mathioya,Gakoe,Runyeki,MATHIOYA,Gitugi Shopping Centre,Level 3,,0,0,0,0,Operational
17646,Nyango Medical Clinic,Dispensary,Non-Governmental Organizations,Coast,Kwale,Kinango,Samburu,Vigurungani,Nyango,KINANGO,Vigurungani,Level 2,,0,0,5,5,Operational
13927,Nyangoge Health Centre,Health Centre,Ministry of Health,Nyanza,Migori,Kuria West,Masaba,Bugumbe East,Nyangoge,KURIA,Nyangoge market,Level 3,,0,0,10,0,Operational
13928,Nyang'oma Health Centre,Health Centre,Ministry of Health,Nyanza,Kisumu,Muhoroni,Miwani,Nyang'oma,Wang'aya I,MUHORONI,Awasi,Level 3,,0,1,2,0,Operational
13929,Nyang'oma Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Siaya,Bondo,Nyang'oma,C Sakwa,Nyangoma,BONDO,Nyang'oma,Level 3,,0,0,20,0,Operational
16082,Nyang'ori Health Centre,Health Centre,Other Faith Based,Western,Vihiga,Hamisi,Tambua,Tambua,Gamalenga,HAMISI,,Level 3,,0,0,7,0,Not-Operational
13930,Nyangu Dispensary ,Dispensary,Ministry of Health,Nyanza,Siaya,Ugenya,Ukwala,North W Ugenya,Ramunde,UGENYA,Ukwala Shopping Centre,Level 2,,0,0,,0,Operational
16988,Nyangweta Health Centre,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamira ,Bosamaro Masaba,Kegogi,WEST MUGIRANGO,Kebirigo Market,Level 3,,0,0,4,0,Operational
13931,Nyanko Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Kiogoro,Kegati,Nyanguru,NYARIBARI CHACHE,Nyanko,Level 2,,0,0,0,0,Operational
13932,Nyankono Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Borabu,Kiengeni,Kiangeni,Nyankono/Kerumbe,NORTH MUGIRANGO,Ikonge,Level 2,,0,0,1,0,Operational
16990,Nyansabakwa Health Centre,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamaiya,West Mugirango,Bonyaiguba,WEST MUGIRANGO,Miruka,Level 3,,3,3,2,0,Not-Operational
13933,Nyansakia Health Centre,Health Centre,Ministry of Health,Nyanza,Kisii,Sameta,Sameta,Bassi Chache,Etora,BOBASI,Sameta,Level 3,,0,0,0,0,Operational
13934,Nyansancha Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Kiogoro,Kiogoro,Masongo,NYARIBARI CHACHE,Nyansancha,Level 2,,0,0,0,0,Operational
13935,Nyansangio Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamaiya,W.Mugirango,Bokiambori,WEST MUGIRANGO,Miruka,Level 2,,0,0,0,0,Operational
13937,Nyansiongo Nursing Home,Nursing Home,Private Enterprise (Institution),Nyanza,Nyamira,Borabu,Nyansiongo,Nyansiongo,Nyansiongo/Gesima,NORTH MUGIRANGO,Kijauri,Level 3,,1,1,38,1,Operational
13938,Nyansira Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Keumbu,Nyaribari Keumbu,Birongo,NYARIBARI CHACHE,Nyansira,Level 2,,0,0,0,0,Operational
18446,Nyanturago Health Centre,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira,Nyamira,Bosamaro Chache,Bigege,WEST MUGIRANGO,Nyanturago,Level 3,,0,0,4,1,Operational
13939,Nyanza Provincial General Hospital (PGH),Provincial General Hospital,Ministry of Health,Nyanza,Kisumu,Kisumu East,Winam,Kolwa,Manyatta B,KISUMU TOWN EAST,Kisumu,Level 5,,1,1,457,0,Operational
16876,Nyaoga Community  Dispensary,Dispensary,Non-Governmental Organizations,Nyanza,Homa Bay,Rachuonyo North,West Karachuonyo,Kokoth,Koredo,KARACHUONYO,Aros Market,Level 2,,0,0,2,0,Operational
17714,Nyaore Dispensary,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii Central,Mosocho,Bogeka,Gesoni,KITUTU CHACHE,Nyakoe,Level 2,,0,0,0,0,Operational
17082,Nyaporo Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Mumias,East Wanga,Isongo,Isongo,MUMIAS,Shianda,Level 2,EIN/Isongo/167,1,0,4,0,Operational
17738,Nyarami VCT,Medical Clinic,Non-Governmental Organizations,Nyanza,Migori,Migori,Suba East,Suna Central,Wasweta 1,MIGORI,Migori Municipal Compound,Level 2,,0,0,2,0,Operational
10894,Nyaribo Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Nyeri Central,Municipality,Kiganjo,Nyaribo,NYERI TOWN,Kiganjo,Level 2,,0,0,0,0,Operational
13940,Nyarongi Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Migori,Suba East,North Suna,Otacho,MIGORI,Onguo,Level 2,,0,0,0,0,Operational
16083,Nyarotis Clinic,Medical Clinic,Private Enterprise (Institution),Western,Kakamega,Likuyani,Likuyani,Matunda,Mois Bridge,LUGARI,Kona Mbaya,Level 2,,0,0,0,0,Operational
15374,Nyaru Dispensary,Dispensary,Ministry of Health,Rift Valley,Elgeyo Marakwet,Keiyo South,Chepkorio,Mwen,Nyaru,KEIYO SOUTH,Eldoret,Level 2,,0,0,0,0,Operational
13941,Nyasese Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Kuria West,Isebania,Bukira West,Nyabikaye,KURIA,Nyasese,Level 2,,0,0,0,0,Operational
13942,Nyasike Dispensary,Dispensary,Ministry of Health,Nyanza,Nyamira,Masaba South,Masaba,Ichuni,Nyasike,NYARIBARI MASABA,Sosera,Level 2,,0,0,2,0,Operational
13943,Nyasore Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Kisii,Marani,Marani,Mwakibagendi,Onywere,KITUTU CHACHE,Gesieka Mkt,Level 2,,0,0,0,0,Operational
13944,Nyathengo Dispensary ,Dispensary,Ministry of Health,Nyanza,Siaya,Siaya,Karemo,East Alego,Olwa,ALEGO,Nyagondo Shopping Centre,Level 2,,0,0,,0,Operational
10895,Nyathuna Sub District Hospital,Health Centre,Ministry of Health,Central,Kiambu,Kikuyu,Kikuyu,Nyathuna,Nyathuna,KABETE,Ngecha,Level 3,,1,1,10,3,Operational
13945,Nyatike Health Centre,Health Centre,Ministry of Health,Nyanza,Kisii,South Gucha,Tabaka,S.M. Chache,Bosinange,SOUTH MUGIRANGO,Nyamoe centre,Level 3,,1,1,10,5,Operational
13946,Nyatoto Health Centre,Health Centre,Ministry of Health,Nyanza,Homa Bay,Suba,Central,Ruma,Nyatoto,GWASI,Nyatoto,Level 3,,1,1,6,0,Operational
16735,Nyaunyau Dispensary,Dispensary,Community,Rift Valley,Baringo,East Pokot,Mondi,Loyamorok,Paka ,BARINGO EAST,Chemolingot,Level 2,,0,0,0,0,Pending Opening
